account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats_x,is_trial,churn_flag,total_subscriptions,lifetime_mrr_sum,total_upgrades,total_downgrades,first_start_date,current_plan_tier,seats_y,current_mrr,current_arr,billing_frequency,end_date,tenure_days,total_usage_events,total_errors,distinct_features_used,last_usage_date,days_since_last_usage,total_tickets,avg_satisfaction,escalation_count,latest_churn_reason,churned,revenue_at_risk_arr,recency_score,breadth_score,support_score,satisfaction_score_0_100,health_score,health_tier
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,8,22675,2,0,2024-03-05,Pro,35,1715,20580,annual,,302,38,21,24,2024-12-26,6,8.0,4.0,0.0,never_churned,False,0,94.25287356321839,44.0,20.0,75.0,63.0,Watch
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,13,14048,1,2,2024-02-19,Enterprise,13,2587,31044,monthly,,317,54,20,29,2024-12-27,5,2.0,4.0,0.0,never_churned,True,31044,95.40229885057471,64.0,80.0,75.0,80.4,Healthy
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,7,20497,2,0,2024-11-23,Enterprise,1,0,0,monthly,,39,33,16,20,2024-12-25,7,3.0,4.0,0.0,never_churned,False,0,93.10344827586206,28.000000000000004,70.0,75.0,68.6,Watch
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,9,26608,0,0,2024-08-10,Enterprise,5,995,11940,monthly,,144,36,26,24,2024-12-22,10,3.0,3.5,0.0,never_churned,False,0,89.65517241379311,44.0,70.0,62.5,68.9,Watch
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,12,17884,0,1,2023-10-21,Enterprise,56,11144,133728,annual,,438,59,32,34,2024-12-15,17,9.0,4.0,0.0,never_churned,True,133728,81.60919540229885,84.0,10.0,75.0,66.6,Watch
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,10,3831,2,0,2024-11-02,Basic,29,551,6612,monthly,,60,56,42,31,2024-11-25,37,8.0,4.166666666666667,1.0,unknown,False,0,58.62068965517241,72.0,0.0,79.16666666666667,54.4,Watch
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,14,20989,1,1,2023-08-23,Basic,20,380,4560,monthly,2024-12-25,490,61,25,30,2024-11-27,35,7.0,3.5,0.0,never_churned,False,0,60.91954022988506,68.0,30.0,62.5,56.8,Watch
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,11,13646,1,0,2023-05-11,Pro,17,833,9996,monthly,,601,52,36,31,2024-12-19,13,5.0,4.0,1.0,features,False,0,86.20689655172414,72.0,30.0,75.0,69.2,Watch
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,7,8721,0,0,2023-07-24,Pro,13,0,0,monthly,,527,39,24,24,2024-12-15,17,4.0,3.6666666666666665,0.0,support,True,0,81.60919540229885,44.0,60.0,66.66666666666666,64.9,Watch
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,12,13096,2,0,2023-07-04,Pro,25,1225,14700,annual,,547,68,38,33,2024-11-29,33,6.0,4.333333333333333,0.0,support,False,0,63.2183908045977,80.0,40.0,83.33333333333333,66.8,Watch
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,12,34136,2,0,2023-04-22,Basic,35,665,7980,annual,,620,62,31,33,2024-12-27,5,3.0,4.0,0.0,features,True,7980,95.40229885057471,80.0,70.0,75.0,82.4,Healthy
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,9,7451,1,1,2024-12-16,Basic,11,209,2508,annual,,16,42,17,25,2024-12-09,23,5.0,5.0,0.0,never_churned,False,0,74.71264367816092,48.0,50.0,100.0,68.1,Watch
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,15,36420,3,2,2024-11-07,Enterprise,25,4975,59700,annual,2024-12-30,53,74,32,33,2024-12-22,10,0.0,,0.0,pricing,False,0,89.65517241379311,80.0,100.0,74.10407725321888,86.2,Healthy
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,10,45872,0,0,2023-08-19,Basic,61,1159,13908,monthly,2024-12-27,496,45,26,25,2024-11-12,50,5.0,3.5,0.0,features,False,0,43.67816091954023,48.0,50.0,62.5,49.8,Watch
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,8,20604,3,0,2023-02-23,Enterprise,18,3582,42984,monthly,,678,33,20,22,2024-12-21,11,5.0,4.5,0.0,support,False,0,88.50574712643679,36.0,50.0,87.5,67.5,Watch
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,11,17111,1,0,2023-06-21,Enterprise,9,1791,21492,annual,,560,48,24,29,2024-12-21,11,5.0,3.333333333333333,1.0,competitor,True,21492,88.50574712643679,64.0,30.0,58.33333333333333,64.6,Watch
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,8,7503,2,0,2024-02-08,Basic,54,1026,12312,annual,,328,31,18,22,2024-12-15,17,4.0,3.0,0.0,budget,True,12312,81.60919540229885,36.0,60.0,50.0,59.6,Watch
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,6,18430,0,0,2024-07-23,Pro,38,1862,22344,annual,,162,31,12,24,2024-12-14,18,3.0,3.6666666666666665,1.0,never_churned,False,0,80.45977011494253,44.0,50.0,66.66666666666666,62.5,Watch
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,8,24076,2,1,2023-11-27,Enterprise,10,1990,23880,monthly,,401,40,18,26,2024-12-05,27,3.0,5.0,0.0,budget,False,0,70.11494252873563,52.0,70.0,100.0,71.5,Healthy
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,9,24084,0,0,2024-06-16,Enterprise,18,3582,42984,monthly,,199,57,39,25,2024-12-23,9,5.0,4.0,0.0,never_churned,False,0,90.80459770114942,48.0,50.0,75.0,68.8,Watch
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,9,13484,2,0,2023-11-05,Enterprise,34,6766,81192,annual,,423,56,25,32,2024-12-27,5,6.0,4.6,1.0,features,True,81192,95.40229885057471,76.0,20.0,89.99999999999999,74.4,Healthy
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,6,10659,0,1,2023-08-04,Basic,9,171,2052,monthly,,516,36,30,22,2024-12-20,12,4.0,,1.0,never_churned,False,0,87.35632183908046,36.0,40.0,74.10407725321888,62.4,Watch
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,11,25034,4,1,2023-07-14,Pro,38,0,0,annual,,537,62,34,32,2024-12-31,1,5.0,4.25,0.0,never_churned,True,0,100.0,76.0,50.0,81.25,80.2,Healthy
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,7,8916,1,1,2024-07-21,Pro,10,490,5880,annual,,164,41,41,24,2024-12-26,6,3.0,4.0,0.0,pricing,True,5880,94.25287356321839,44.0,70.0,75.0,73.0,Healthy
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,9,24274,2,0,2024-02-13,Enterprise,17,3383,40596,monthly,,323,48,30,30,2024-12-11,21,3.0,5.0,0.0,never_churned,False,0,77.01149425287356,68.0,70.0,100.0,78.0,Healthy
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,12,34392,0,1,2024-02-02,Basic,9,171,2052,annual,2024-12-03,305,55,40,30,2024-12-11,21,2.0,5.0,0.0,budget,False,0,77.01149425287356,68.0,80.0,100.0,80.0,Healthy
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,9,12548,1,0,2024-02-22,Enterprise,16,3184,38208,annual,,314,49,18,29,2024-12-25,7,5.0,4.0,0.0,never_churned,False,0,93.10344827586206,64.0,50.0,75.0,73.6,Healthy
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,9,37312,2,0,2023-09-16,Pro,64,3136,37632,monthly,,473,48,28,29,2024-12-17,15,3.0,3.0,0.0,support,True,37632,83.9080459770115,64.0,70.0,50.0,69.4,Watch
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,14,16139,3,1,2023-02-15,Pro,15,735,8820,annual,,686,69,38,35,2024-12-25,7,3.0,4.0,1.0,pricing,True,8820,93.10344827586206,88.0,50.0,75.0,79.6,Healthy
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,10,20683,0,1,2023-08-31,Basic,36,684,8208,annual,2024-12-13,470,57,29,30,2024-12-10,22,3.0,4.333333333333333,0.0,support,True,8208,75.86206896551724,68.0,70.0,83.33333333333333,74.2,Healthy
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,15,29155,0,2,2023-02-05,Enterprise,30,5970,71640,annual,,696,91,47,36,2024-12-19,13,3.0,4.0,1.0,budget,True,71640,86.20689655172414,92.0,50.0,75.0,78.2,Healthy
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,10,18249,0,0,2024-10-24,Enterprise,33,0,0,monthly,,69,56,31,31,2024-12-11,21,7.0,3.8,0.0,never_churned,True,0,77.01149425287356,72.0,30.0,70.0,65.0,Watch
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,11,16592,1,0,2023-03-26,Pro,30,1470,17640,annual,,647,50,33,28,2024-11-22,40,1.0,,0.0,never_churned,False,0,55.172413793103445,60.0,90.0,74.10407725321888,67.1,Watch
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,6,19250,1,0,2024-01-18,Pro,38,1862,22344,annual,,349,19,13,16,2024-12-28,4,4.0,4.0,1.0,unknown,False,0,96.55172413793103,12.0,40.0,75.0,59.8,Watch
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,16,14638,2,0,2024-05-09,Basic,34,646,7752,annual,,237,84,42,37,2024-12-31,1,2.0,3.0,0.0,competitor,False,0,100.0,96.0,80.0,50.0,85.0,Healthy
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,8,83886,0,0,2024-07-23,Enterprise,93,18507,222084,annual,,162,46,23,27,2024-12-17,15,1.0,3.0,0.0,never_churned,False,0,83.9080459770115,56.00000000000001,90.0,50.0,71.4,Healthy
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,3,5771,0,0,2024-11-16,Enterprise,29,0,0,annual,,46,20,7,15,2024-10-28,65,6.0,3.6666666666666665,0.0,never_churned,False,0,26.436781609195407,8.0,40.0,66.66666666666666,32.6,At Risk
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,6,7693,1,1,2024-01-22,Basic,39,0,0,annual,,345,29,12,24,2024-12-01,31,4.0,4.0,0.0,competitor,False,0,65.51724137931035,44.0,60.0,75.0,60.9,Watch
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,15,42403,0,0,2023-11-24,Pro,28,1372,16464,annual,,404,85,54,37,2024-12-26,6,5.0,5.0,0.0,competitor,False,0,94.25287356321839,96.0,50.0,100.0,87.0,Healthy
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,7,15468,0,0,2023-10-14,Enterprise,25,4975,59700,monthly,,445,36,19,26,2024-12-17,15,5.0,4.333333333333333,0.0,budget,False,0,83.9080459770115,52.0,50.0,83.33333333333333,69.0,Watch
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,5,12015,0,1,2024-10-02,Pro,45,2205,26460,annual,2024-12-17,76,21,11,15,2024-12-11,21,6.0,3.6666666666666665,1.0,pricing,True,26460,77.01149425287356,8.0,20.0,66.66666666666666,46.3,Watch
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,11,19006,1,0,2023-11-25,Pro,47,2303,27636,monthly,,403,57,40,33,2024-12-19,13,4.0,5.0,1.0,features,False,0,86.20689655172414,80.0,40.0,100.0,78.2,Healthy
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,6,30385,0,1,2024-11-27,Enterprise,82,0,0,annual,,35,17,16,13,2024-12-25,7,7.0,4.2,0.0,never_churned,False,0,93.10344827586206,0.0,30.0,80.0,54.6,Watch
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,13,33122,3,2,2024-08-31,Pro,19,0,0,annual,,123,62,37,34,2024-12-23,9,3.0,4.5,0.0,competitor,False,0,90.80459770114942,84.0,70.0,87.5,84.3,Healthy
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,10,12422,1,1,2024-09-06,Pro,7,343,4116,monthly,,117,55,29,31,2024-12-20,12,4.0,5.0,1.0,features,False,0,87.35632183908046,72.0,40.0,100.0,76.6,Healthy
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,15,44077,0,2,2024-01-05,Enterprise,31,6169,74028,annual,,362,72,45,30,2024-12-28,4,6.0,5.0,1.0,never_churned,True,74028,96.55172413793103,68.0,20.0,100.0,74.8,Healthy
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,12,10963,1,2,2024-06-15,Enterprise,15,2985,35820,monthly,,200,51,35,28,2024-12-22,10,3.0,5.0,0.0,never_churned,False,0,89.65517241379311,60.0,70.0,100.0,80.4,Healthy
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,9,8353,1,0,2023-06-08,Enterprise,15,0,0,annual,,573,55,30,28,2024-12-20,12,2.0,3.0,0.0,never_churned,False,0,87.35632183908046,60.0,80.0,50.0,71.6,Healthy
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,11,11730,2,0,2023-08-25,Enterprise,12,2388,28656,monthly,,495,64,40,31,2024-12-24,8,2.0,3.0,1.0,competitor,False,0,91.95402298850574,72.0,60.0,50.0,72.2,Healthy
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,9,14087,2,1,2023-12-10,Enterprise,19,0,0,monthly,,388,46,28,28,2024-12-21,11,6.0,4.333333333333333,0.0,never_churned,True,0,88.50574712643679,60.0,40.0,83.33333333333333,70.6,Healthy
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,12,30264,0,1,2024-04-25,Basic,24,456,5472,monthly,,251,57,25,33,2024-12-22,10,5.0,4.0,0.0,features,False,0,89.65517241379311,80.0,50.0,75.0,76.4,Healthy
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,5,7586,0,1,2024-03-30,Basic,24,456,5472,monthly,,277,24,4,20,2024-12-23,9,3.0,4.333333333333333,0.0,competitor,True,5472,90.80459770114942,28.000000000000004,70.0,83.33333333333333,69.4,Watch
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,7,26230,0,0,2024-06-01,Enterprise,86,0,0,monthly,,214,20,10,16,2024-12-24,8,1.0,4.0,0.0,unknown,False,0,91.95402298850574,12.0,90.0,75.0,68.2,Watch
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,8,22423,1,1,2024-11-17,Pro,33,1617,19404,monthly,,45,42,11,24,2024-12-06,26,5.0,4.2,0.0,unknown,False,0,71.26436781609195,44.0,50.0,80.0,61.9,Watch
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,7,16229,0,0,2023-08-08,Basic,30,0,0,monthly,,512,32,15,23,2024-11-30,32,1.0,,0.0,unknown,True,0,64.36781609195401,40.0,90.0,74.10407725321888,65.3,Watch
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,8,22959,2,0,2023-10-24,Enterprise,30,5970,71640,annual,,435,32,14,25,2024-12-25,7,5.0,3.6666666666666665,1.0,competitor,False,0,93.10344827586206,48.0,30.0,66.66666666666666,63.9,Watch
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,12,30719,1,0,2023-02-05,Pro,48,2352,28224,annual,,696,56,23,29,2024-12-26,6,3.0,4.333333333333333,0.0,support,False,0,94.25287356321839,64.0,70.0,83.33333333333333,79.7,Healthy
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,6,1796,1,0,2024-03-09,Pro,26,1274,15288,monthly,,298,20,5,14,2024-12-29,3,3.0,,0.0,features,True,15288,97.70114942528735,4.0,70.0,74.10407725321888,64.0,Watch
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,10,18492,1,2,2024-05-24,Enterprise,2,398,4776,annual,,222,47,22,27,2024-12-18,14,2.0,4.0,1.0,never_churned,False,0,85.05747126436782,56.00000000000001,60.0,75.0,70.8,Healthy
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,13,28379,1,3,2024-01-10,Enterprise,27,5373,64476,annual,,357,60,32,31,2024-12-19,13,6.0,4.0,0.0,budget,False,0,86.20689655172414,72.0,40.0,75.0,71.2,Healthy
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,15,11197,2,0,2024-11-10,Enterprise,63,0,0,annual,,52,70,31,32,2024-12-27,5,6.0,4.4,0.0,features,False,0,95.40229885057471,76.0,40.0,85.00000000000001,77.4,Healthy
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,3,2104,0,0,2024-06-27,Basic,5,95,1140,annual,,188,20,15,15,2024-11-28,34,6.0,3.6666666666666665,0.0,features,True,1140,62.06896551724138,8.0,40.0,66.66666666666666,45.1,Watch
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,9,66010,2,1,2024-01-08,Enterprise,70,13930,167160,monthly,,359,51,28,33,2024-12-30,2,4.0,3.0,1.0,support,False,0,98.85057471264368,80.0,40.0,50.0,72.6,Healthy
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,12,37847,3,2,2023-06-27,Enterprise,15,2985,35820,annual,,554,59,43,32,2024-12-20,12,1.0,4.0,1.0,never_churned,True,35820,87.35632183908046,76.0,70.0,75.0,78.6,Healthy
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,11,23833,1,0,2023-09-10,Pro,16,784,9408,annual,,479,56,33,29,2024-12-29,3,7.0,3.6666666666666665,0.0,never_churned,False,0,97.70114942528735,64.0,30.0,66.66666666666666,69.5,Watch
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,11,7513,1,0,2024-09-16,Basic,19,361,4332,annual,,107,66,46,32,2024-12-27,5,2.0,3.5,0.0,never_churned,False,0,95.40229885057471,76.0,80.0,62.5,80.9,Healthy
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,6,6321,1,0,2023-11-02,Basic,19,0,0,monthly,,426,23,24,17,2024-12-07,25,5.0,,1.0,never_churned,False,0,72.41379310344828,16.0,30.0,74.10407725321888,50.2,Watch
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,11,9669,0,0,2024-12-26,Basic,14,266,3192,annual,,6,47,43,25,2024-12-04,28,7.0,4.5,0.0,never_churned,False,0,68.9655172413793,48.0,30.0,87.5,59.6,Watch
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,12,44815,1,0,2024-07-22,Basic,44,836,10032,annual,2024-12-29,160,50,31,29,2024-12-19,13,4.0,3.75,0.0,never_churned,False,0,86.20689655172414,64.0,60.0,68.75,71.9,Healthy
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,10,12569,0,0,2024-06-01,Enterprise,9,1791,21492,monthly,,214,49,27,27,2024-12-29,3,2.0,4.5,0.0,never_churned,False,0,97.70114942528735,56.00000000000001,80.0,87.5,81.7,Healthy
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,9,27873,2,0,2024-05-29,Enterprise,19,3781,45372,annual,2024-12-31,216,41,12,24,2024-11-22,40,2.0,,0.0,never_churned,True,45372,55.172413793103445,44.0,80.0,74.10407725321888,61.1,Watch
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,15,133298,3,0,2023-09-23,Pro,73,3577,42924,annual,,466,86,54,34,2024-12-31,1,4.0,4.5,0.0,competitor,False,0,100.0,84.0,60.0,87.5,85.5,Healthy
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,13,40713,3,0,2024-06-27,Pro,15,735,8820,annual,,188,62,41,29,2024-12-22,10,1.0,,0.0,pricing,False,0,89.65517241379311,64.0,90.0,74.10407725321888,80.2,Healthy
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,7,10575,0,0,2023-08-07,Enterprise,31,6169,74028,monthly,,513,38,31,28,2024-12-20,12,0.0,,0.0,budget,False,0,87.35632183908046,60.0,100.0,74.10407725321888,80.4,Healthy
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,10,36041,2,0,2023-07-21,Enterprise,34,6766,81192,annual,,530,63,36,32,2024-12-12,20,9.0,3.5,0.0,features,False,0,78.16091954022988,76.0,10.0,62.5,60.9,Watch
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,10,15161,4,1,2024-09-26,Pro,19,931,11172,annual,,97,54,30,30,2024-12-25,7,8.0,3.0,0.0,pricing,False,0,93.10344827586206,68.0,20.0,50.0,63.6,Watch
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,10,51680,0,0,2024-04-07,Enterprise,40,7960,95520,monthly,,269,43,25,29,2024-12-20,12,3.0,5.0,0.0,features,True,95520,87.35632183908046,64.0,70.0,100.0,80.6,Healthy
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,11,17289,0,3,2024-08-05,Pro,9,441,5292,monthly,,149,61,49,33,2024-12-26,6,3.0,4.0,0.0,pricing,False,0,94.25287356321839,80.0,70.0,75.0,82.0,Healthy
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,10,23905,1,1,2024-10-20,Basic,41,779,9348,annual,2024-12-31,72,50,36,28,2024-12-25,7,5.0,3.2,0.0,support,False,0,93.10344827586206,60.0,50.0,55.00000000000001,68.6,Watch
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,12,69230,0,0,2023-09-18,Basic,70,1330,15960,annual,,471,59,42,31,2024-12-15,17,5.0,5.0,0.0,support,False,0,81.60919540229885,72.0,50.0,100.0,76.6,Healthy
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,6,14708,0,0,2024-03-07,Enterprise,28,5572,66864,annual,,300,20,18,16,2024-11-11,51,4.0,5.0,0.0,unknown,False,0,42.52873563218391,12.0,60.0,100.0,49.9,Watch
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,11,21237,1,1,2023-02-23,Basic,13,247,2964,monthly,,678,55,37,30,2024-10-14,79,6.0,4.25,1.0,unknown,False,0,10.34482758620689,68.0,20.0,81.25,40.9,Watch
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,7,54605,1,0,2024-05-15,Enterprise,163,32437,389244,monthly,,231,29,25,16,2024-11-20,42,4.0,3.0,0.0,pricing,False,0,52.87356321839081,12.0,60.0,50.0,43.5,Watch
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,15,50817,0,2,2024-09-17,Basic,38,722,8664,annual,2024-12-28,102,62,24,30,2024-10-29,64,2.0,,0.0,never_churned,False,0,27.58620689655173,68.0,80.0,74.10407725321888,57.5,Watch
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,7,6449,0,0,2024-11-01,Pro,23,1127,13524,annual,,61,43,19,27,2024-12-27,5,1.0,,0.0,never_churned,True,13524,95.40229885057471,56.00000000000001,90.0,74.10407725321888,80.2,Healthy
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,12,43859,0,0,2023-06-02,Enterprise,61,12139,145668,monthly,,579,49,29,32,2024-11-22,40,5.0,4.333333333333333,0.0,features,False,0,55.172413793103445,76.0,50.0,83.33333333333333,65.0,Watch
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,4,2332,0,0,2024-09-18,Pro,22,1078,12936,monthly,,105,16,17,14,2024-12-07,25,1.0,3.0,0.0,never_churned,False,0,72.41379310344828,4.0,90.0,50.0,54.3,Watch
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,7,1989,0,0,2024-01-30,Pro,6,294,3528,annual,,337,33,18,21,2024-11-26,36,5.0,3.75,0.0,budget,False,0,59.770114942528735,32.0,50.0,68.75,52.7,Watch
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,7,19790,1,0,2024-06-09,Basic,29,551,6612,monthly,,206,42,26,27,2024-12-07,25,3.0,5.0,0.0,budget,False,0,72.41379310344828,56.00000000000001,70.0,100.0,73.3,Healthy
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,16,34589,3,1,2024-03-11,Pro,16,0,0,annual,,296,72,48,33,2024-12-27,5,4.0,4.0,0.0,budget,False,0,95.40229885057471,80.0,60.0,75.0,80.4,Healthy
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,8,9027,1,0,2024-11-26,Basic,21,0,0,annual,,36,44,16,27,2024-12-29,3,9.0,4.5,0.0,never_churned,True,0,97.70114942528735,56.00000000000001,10.0,87.5,67.7,Watch
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,6,8540,1,0,2024-04-24,Pro,28,1372,16464,annual,2024-12-21,241,26,15,19,2024-12-02,30,4.0,3.0,0.0,competitor,False,0,66.66666666666667,24.0,60.0,50.0,51.3,Watch
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,11,10362,2,0,2024-07-21,Enterprise,16,3184,38208,monthly,,164,61,31,31,2024-12-23,9,2.0,5.0,0.0,budget,True,38208,90.80459770114942,72.0,80.0,100.0,85.8,Healthy
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,14,18746,2,1,2024-03-27,Pro,32,1568,18816,monthly,2024-12-20,268,75,43,35,2024-12-20,12,6.0,4.0,1.0,pricing,False,0,87.35632183908046,88.0,20.0,75.0,71.6,Healthy
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,11,16577,0,3,2024-03-16,Basic,18,342,4104,monthly,,291,61,55,29,2024-12-30,2,5.0,3.75,1.0,pricing,False,0,98.85057471264368,64.0,30.0,68.75,70.3,Healthy
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,14,25079,1,1,2023-12-10,Basic,14,266,3192,monthly,,388,54,19,27,2024-12-14,18,6.0,4.25,0.0,unknown,False,0,80.45977011494253,56.00000000000001,40.0,81.25,66.4,Watch
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,9,28120,1,0,2024-02-27,Enterprise,25,4975,59700,monthly,2024-12-09,286,46,35,29,2024-12-04,28,5.0,4.0,1.0,support,False,0,68.9655172413793,64.0,30.0,75.0,61.1,Watch
